"MC_line_count","MC_cyclomatic","MC_essential","MC_design","line_code","line_comment","line_blank","line_code_and_comment","unique_operators","unique_operands","total_operators","total_operands","flow_graph","TARGET","source.1","source.2","source.3","source.4","source.5"
40,5,1,5,28,0,10,0,18,24,72,53,9,"1",0,1,0,0,0
12,1,1,1,9,0,1,0,10,14,23,18,1,"1",0,1,0,0,0
11,1,1,1,9,0,0,0,10,14,23,18,1,"1",0,1,0,0,0
50,8,3,4,40,0,8,0,31,41,148,92,15,"1",0,1,0,0,0
25,2,1,2,18,2,3,0,9,13,23,15,3,"1",0,1,0,0,0
4,1,1,1,2,0,0,0,5,1,5,1,1,"1",0,1,0,0,0
220,12,8,12,142,44,32,0,19,84,263,190,23,"1",0,1,0,0,0
22,1,1,1,13,0,0,0,8,20,41,28,1,"1",0,1,0,0,0
23,1,1,1,13,0,0,0,8,20,41,28,1,"1",0,1,0,0,0
89,6,4,5,60,8,12,1,17,29,108,81,11,"1",0,1,0,0,0
15,1,1,1,9,0,0,0,8,12,25,16,1,"1",0,1,0,0,0
100,7,3,6,86,2,9,0,22,57,223,139,12,"1",0,1,0,0,0
12,1,1,1,6,0,2,0,7,6,10,8,1,"1",0,1,0,0,0
72,7,1,7,46,10,12,0,16,29,89,53,13,"1",0,1,0,0,0
23,1,1,1,15,0,2,0,6,21,24,22,1,"1",0,1,0,0,0
140,18,10,18,124,8,6,0,20,50,238,138,35,"1",0,1,0,0,0
162,17,12,16,114,35,11,0,23,42,204,130,33,"1",0,1,0,0,0
33,1,1,1,24,3,3,0,11,13,33,22,9,"1",0,1,0,0,0
82,13,4,12,71,2,7,0,22,30,115,81,25,"1",0,1,0,0,0
73,10,7,9,59,0,12,0,25,29,154,93,19,"1",0,1,0,0,0
109,18,14,15,93,1,12,0,28,56,230,169,35,"1",0,1,0,0,0
61,5,1,2,39,10,7,0,16,30,88,60,9,"1",0,1,0,0,0
153,27,15,18,137,2,11,0,31,68,285,212,53,"1",0,1,0,0,0
33,1,1,1,24,1,1,0,8,24,30,35,1,"1",0,1,0,0,0
10,1,1,1,5,0,0,0,5,8,10,8,1,"1",0,1,0,0,0
81,4,1,4,46,16,17,0,15,32,96,66,7,"1",0,1,0,0,0
97,11,8,8,70,10,13,2,23,34,126,90,21,"1",0,1,0,0,0
3,1,1,1,2,0,0,0,2,2,2,2,1,"1",0,1,0,0,0
75,9,6,9,52,1,18,0,25,46,172,112,17,"1",0,1,0,0,0
98,17,3,15,82,0,14,0,23,46,182,125,33,"1",0,1,0,0,0
119,14,12,13,81,23,13,0,26,35,136,84,27,"1",0,1,0,0,0
35,5,5,5,28,0,3,0,15,12,54,34,9,"1",0,1,0,0,0
116,12,6,12,97,2,15,0,18,70,242,140,23,"1",0,1,0,0,0
205,26,16,19,171,9,16,7,30,59,297,194,51,"1",0,1,0,0,0
5,1,1,1,3,0,0,0,4,3,7,4,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
12,1,1,1,8,0,2,0,5,5,12,7,1,"0",0,1,0,0,0
5,1,1,1,3,0,0,0,4,3,7,4,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
13,1,1,1,9,0,2,0,6,8,19,10,1,"0",0,1,0,0,0
12,1,1,1,8,0,2,0,5,5,12,7,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
12,1,1,1,8,0,2,0,5,5,12,7,1,"0",0,1,0,0,0
4,1,1,1,1,0,1,0,1,0,1,0,1,"0",0,1,0,0,0
13,1,1,1,8,0,2,0,8,6,16,11,1,"0",0,1,0,0,0
16,3,3,2,12,0,2,0,12,9,28,15,5,"0",0,1,0,0,0
16,3,3,2,12,0,2,0,12,9,28,15,5,"0",0,1,0,0,0
16,3,3,2,12,0,2,0,12,9,28,15,5,"0",0,1,0,0,0
16,1,1,1,10,0,2,0,8,10,21,13,1,"0",0,1,0,0,0
35,6,5,6,26,1,6,0,13,16,57,28,11,"0",0,1,0,0,0
14,2,1,2,10,0,1,0,8,9,17,13,3,"0",0,1,0,0,0
40,4,1,4,32,0,1,0,12,14,66,37,7,"0",0,1,0,0,0
38,4,3,4,27,3,3,0,14,23,56,38,7,"0",0,1,0,0,0
26,2,1,2,19,0,5,0,10,11,44,22,3,"0",0,1,0,0,0
15,2,1,2,12,0,1,0,10,6,27,11,3,"0",0,1,0,0,0
21,1,1,1,15,0,4,0,9,7,36,16,1,"0",0,1,0,0,0
11,1,1,1,7,0,2,0,8,5,12,6,1,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,10,6,19,8,3,"0",0,1,0,0,0
25,3,1,3,21,0,2,0,11,10,41,17,5,"0",0,1,0,0,0
56,10,9,10,48,4,2,0,16,24,102,53,19,"0",0,1,0,0,0
59,5,1,4,49,4,4,0,13,23,82,56,9,"0",0,1,0,0,0
120,12,5,11,104,9,5,0,15,38,197,118,23,"0",0,1,0,0,0
23,3,1,3,19,1,1,0,11,12,31,20,5,"0",0,1,0,0,0
23,3,1,3,19,1,1,0,11,12,31,20,5,"0",0,1,0,0,0
22,3,1,3,18,1,1,0,11,12,31,20,5,"0",0,1,0,0,0
31,2,1,2,21,1,4,0,9,25,61,43,3,"0",0,1,0,0,0
13,1,1,1,8,0,0,0,8,10,23,13,1,"0",0,1,0,0,0
17,1,1,1,11,0,0,0,8,15,33,22,1,"0",0,1,0,0,0
32,4,1,4,25,0,2,0,13,29,101,55,7,"0",0,1,0,0,0
17,1,1,1,12,0,0,0,8,18,37,25,1,"0",0,1,0,0,0
74,7,1,6,60,6,6,0,16,25,102,75,13,"0",0,1,0,0,0
23,3,1,3,20,0,1,0,11,6,31,11,5,"0",0,1,0,0,0
20,2,1,2,16,0,2,0,11,8,31,15,3,"0",0,1,0,0,0
13,2,1,2,10,0,1,0,9,4,21,8,3,"0",0,1,0,0,0
30,2,1,2,24,2,2,0,9,10,56,26,3,"0",0,1,0,0,0
38,6,3,6,34,0,2,0,13,13,83,37,11,"0",0,1,0,0,0
55,5,1,5,50,2,1,0,15,13,96,41,9,"0",0,1,0,0,0
24,3,1,3,21,0,1,0,12,9,39,16,5,"0",0,1,0,0,0
36,9,9,9,32,1,1,0,15,12,75,27,17,"0",0,1,0,0,0
210,25,11,25,179,11,17,0,19,60,398,208,49,"0",0,1,0,0,0
7,1,1,1,4,0,1,0,6,5,8,5,1,"0",0,1,0,0,0
8,1,1,1,3,0,1,0,5,5,7,5,1,"0",0,1,0,0,0
23,2,1,2,14,0,4,0,11,11,40,26,3,"0",0,1,0,0,0
9,1,1,1,6,0,0,0,8,6,13,7,1,"0",0,1,0,0,0
34,5,3,5,28,0,2,0,13,19,72,43,9,"0",0,1,0,0,0
9,1,1,1,4,0,2,0,7,7,11,8,1,"0",0,1,0,0,0
63,11,5,11,52,4,5,0,15,21,109,54,21,"0",0,1,0,0,0
7,1,1,1,4,0,1,0,6,5,7,5,1,"0",0,1,0,0,0
28,2,1,2,21,0,3,0,11,19,42,32,3,"0",0,1,0,0,0
14,1,1,1,9,1,2,0,9,7,17,9,1,"0",0,1,0,0,0
29,4,1,4,22,0,1,0,9,17,47,34,7,"0",0,1,0,0,0
41,8,5,8,34,1,4,0,15,15,77,34,15,"0",0,1,0,0,0
18,1,1,1,14,0,2,0,9,7,34,16,1,"0",0,1,0,0,0
14,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
11,1,1,1,6,0,1,0,6,8,9,8,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
6,1,1,1,3,0,1,0,3,2,3,2,1,"0",0,1,0,0,0
18,2,1,2,14,0,2,0,10,7,22,9,3,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,1,"0",0,1,0,0,0
43,5,1,5,36,0,2,1,14,21,66,51,9,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,1,"0",0,1,0,0,0
8,1,1,1,6,0,0,0,1,4,1,4,1,"0",0,1,0,0,0
10,1,1,1,6,0,0,0,1,4,1,4,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
5,1,1,1,2,0,0,0,2,4,3,4,1,"0",0,1,0,0,0
7,1,1,1,5,0,1,0,4,4,7,5,1,"0",0,1,0,0,0
3,1,1,1,2,0,0,0,2,4,3,4,1,"0",0,1,0,0,0
13,1,1,1,8,0,3,0,5,6,12,8,1,"0",0,1,0,0,0
11,1,1,1,7,0,0,0,1,5,1,5,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,2,3,3,3,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
39,2,1,2,31,1,5,0,12,30,94,58,3,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,2,1,2,1,1,"0",0,1,0,0,0
13,1,1,1,8,0,3,0,5,6,12,8,1,"0",0,1,0,0,0
4,1,1,1,1,0,0,0,2,4,3,4,1,"0",0,1,0,0,0
2,1,1,1,1,0,0,0,2,4,3,4,1,"0",0,1,0,0,0
10,1,1,1,7,0,2,0,5,5,11,8,1,"0",0,1,0,0,0
20,1,1,1,16,0,0,0,7,16,37,20,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
14,1,1,1,9,0,3,0,5,6,12,8,1,"0",0,1,0,0,0
13,1,1,1,11,0,0,0,2,5,2,10,1,"0",0,1,0,0,0
15,1,1,1,12,0,0,0,2,7,2,11,1,"0",0,1,0,0,0
24,1,1,1,14,0,1,0,4,9,4,12,1,"0",0,1,0,0,0
19,3,3,3,15,0,2,0,12,11,33,17,5,"0",0,1,0,0,0
17,1,1,1,13,0,2,0,10,10,34,11,1,"0",0,1,0,0,0
63,9,8,9,50,4,7,0,16,28,134,65,17,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
9,1,1,1,4,0,1,0,5,3,5,3,1,"0",0,1,0,0,0
9,1,1,1,4,0,1,0,5,3,5,3,1,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
10,1,1,1,4,0,1,0,5,3,5,3,1,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
6,1,1,1,1,0,0,0,5,4,6,4,1,"0",0,1,0,0,0
10,1,1,1,4,0,1,0,5,3,5,3,1,"0",0,1,0,0,0
87,9,1,9,73,5,4,0,18,31,134,78,16,"0",0,1,0,0,0
51,6,1,6,45,2,2,0,19,17,85,44,10,"0",0,1,0,0,0
88,14,10,9,74,5,7,0,18,23,150,89,27,"0",0,1,0,0,0
59,6,1,6,48,3,4,0,12,17,114,62,11,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
56,7,3,7,52,0,1,0,13,20,85,48,12,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
9,1,1,1,6,0,0,0,8,6,13,7,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
1,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
18,2,1,2,13,0,3,0,8,6,19,10,3,"0",0,1,0,0,0
7,1,1,1,4,0,0,0,4,3,5,3,1,"0",0,1,0,0,0
8,1,1,1,4,0,2,0,4,4,5,4,1,"0",0,1,0,0,0
14,2,1,2,10,0,2,0,8,6,18,11,3,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,6,15,9,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
7,1,1,1,4,0,0,0,4,3,5,3,1,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,6,15,9,3,"0",0,1,0,0,0
9,1,1,1,4,2,1,0,6,4,9,5,1,"0",0,1,0,0,0
14,2,1,2,8,0,4,0,8,4,13,6,3,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,6,15,9,3,"0",0,1,0,0,0
17,2,1,2,11,0,4,0,8,6,12,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,11,0,4,0,8,6,12,8,3,"0",0,1,0,0,0
16,2,1,2,12,0,2,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
17,2,1,2,12,0,3,0,8,5,17,8,3,"0",0,1,0,0,0
49,9,5,9,42,2,3,0,15,16,91,39,17,"0",0,1,0,0,0
13,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
14,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,4,1,4,1,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,4,1,4,1,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,3,2,3,2,1,"0",0,1,0,0,0
6,1,1,1,4,0,0,0,3,1,7,3,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,3,2,3,2,1,"0",0,1,0,0,0
2,1,1,1,0,0,0,0,3,2,3,2,1,"0",0,1,0,0,0
28,4,1,1,22,0,1,0,12,13,33,27,7,"0",0,1,0,0,0
28,4,1,1,22,0,1,0,12,13,33,27,7,"0",0,1,0,0,0
23,3,1,3,18,2,1,0,11,10,37,18,5,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,3,3,4,3,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,3,3,4,3,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,2,0,2,0,1,"0",0,1,0,0,0
35,2,1,1,31,0,2,0,10,27,88,53,3,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,3,1,3,1,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,3,3,4,3,1,"0",0,1,0,0,0
4,1,1,1,0,0,0,0,3,3,4,3,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,7,2,7,2,1,"0",0,1,0,0,0
47,3,1,3,33,7,4,0,13,21,56,38,5,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,3,5,3,1,"0",0,1,0,0,0
41,5,3,5,37,1,1,0,12,19,65,34,8,"0",0,1,0,0,0
41,5,3,5,37,1,1,0,13,23,89,43,8,"0",0,1,0,0,0
53,5,3,5,49,0,2,0,15,35,118,56,8,"0",0,1,0,0,0
15,4,3,4,12,0,1,0,14,8,30,19,7,"0",0,1,0,0,0
14,2,1,2,10,0,1,0,11,8,26,16,3,"0",0,1,0,0,0
82,9,1,9,74,0,3,0,16,33,126,65,16,"0",0,1,0,0,0
41,5,3,5,38,1,0,0,13,20,66,34,8,"0",0,1,0,0,0
60,6,1,5,50,4,4,0,13,25,93,63,11,"0",0,1,0,0,0
12,1,1,1,6,2,2,0,8,6,12,7,1,"0",0,1,0,0,0
11,3,1,3,8,0,1,0,7,5,17,9,5,"0",0,1,0,0,0
68,7,1,7,58,1,4,0,18,35,101,64,12,"0",0,1,0,0,0
11,1,1,1,6,1,2,0,5,6,14,8,1,"0",0,1,0,0,0
60,11,5,11,50,4,4,0,15,20,106,49,21,"0",0,1,0,0,0
24,4,1,4,19,0,0,0,8,14,39,29,7,"0",0,1,0,0,0
51,13,8,13,44,3,2,0,17,19,93,45,25,"0",0,1,0,0,0
12,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
13,1,1,1,7,0,1,0,6,9,10,9,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
16,2,1,2,11,0,1,0,8,10,18,14,3,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
12,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
51,13,8,13,44,3,2,0,17,19,93,45,25,"0",0,1,0,0,0
13,1,1,1,7,0,1,0,6,9,10,9,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
24,3,3,3,20,0,2,0,7,16,29,20,5,"0",0,1,0,0,0
54,18,11,18,49,1,2,0,12,25,94,56,35,"0",0,1,0,0,0
13,2,1,2,10,0,1,0,10,8,18,11,3,"0",0,1,0,0,0
7,1,1,1,3,0,0,0,6,6,8,6,1,"0",0,1,0,0,0
8,1,1,1,4,0,1,0,6,6,8,6,1,"0",0,1,0,0,0
25,4,1,4,20,0,0,0,11,15,45,32,7,"0",0,1,0,0,0
7,1,1,1,3,0,0,0,6,6,8,6,1,"0",0,1,0,0,0
53,7,3,7,44,0,4,0,16,24,116,65,13,"0",0,1,0,0,0
64,12,5,12,53,4,5,0,15,22,115,56,23,"0",0,1,0,0,0
18,1,1,1,9,0,4,0,7,11,23,17,1,"0",0,1,0,0,0
5,1,1,1,2,0,0,0,6,3,6,3,1,"0",0,1,0,0,0
13,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
15,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
23,2,1,2,19,0,0,0,10,13,27,17,3,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",0,1,0,0,0
48,6,3,6,41,3,2,0,14,21,83,50,11,"0",0,1,0,0,0
24,3,3,3,19,0,3,0,7,16,39,30,5,"0",0,1,0,0,0
15,1,1,1,12,0,1,0,5,22,25,22,1,"0",0,1,0,0,0
39,5,3,5,33,1,1,0,14,18,56,30,8,"0",0,1,0,0,0
63,8,1,7,57,0,0,0,18,29,95,50,14,"0",0,1,0,0,0
23,2,1,2,16,1,3,0,9,15,35,23,3,"0",0,1,0,0,0
17,1,1,1,9,1,3,0,9,12,24,16,1,"0",0,1,0,0,0
34,3,1,3,28,1,2,0,10,17,50,30,5,"0",0,1,0,0,0
26,2,1,2,19,1,2,0,11,15,39,24,3,"0",0,1,0,0,0
22,2,1,2,16,1,2,0,9,14,34,22,3,"0",0,1,0,0,0
31,3,1,3,25,1,2,0,11,17,49,30,5,"0",0,1,0,0,0
23,2,1,2,16,1,3,0,9,14,34,22,3,"0",0,1,0,0,0
24,2,1,2,16,1,3,0,11,15,34,22,3,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
23,2,1,2,16,1,3,0,9,15,35,23,3,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
23,1,1,1,13,1,3,0,9,18,36,26,1,"0",0,1,0,0,0
23,2,1,2,16,1,3,0,9,15,35,23,3,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
23,2,1,2,16,1,3,0,9,14,34,22,3,"0",0,1,0,0,0
16,1,1,1,9,1,2,0,9,12,24,16,1,"0",0,1,0,0,0
18,1,1,1,11,1,2,0,9,16,32,22,1,"0",0,1,0,0,0
18,1,1,1,11,1,2,0,9,16,32,22,1,"0",0,1,0,0,0
27,2,1,2,20,1,3,0,9,15,37,24,3,"0",0,1,0,0,0
18,1,1,1,10,1,3,0,9,12,25,17,1,"0",0,1,0,0,0
18,1,1,1,11,1,2,0,9,16,32,22,1,"0",0,1,0,0,0
127,25,7,22,108,7,9,0,21,36,265,131,49,"0",0,1,0,0,0
25,5,5,4,19,2,2,0,12,10,33,18,9,"0",0,1,0,0,0
48,4,1,4,39,0,6,0,11,15,83,38,7,"0",0,1,0,0,0
6,2,1,1,4,0,0,0,7,5,8,6,3,"0",0,1,0,0,0
60,2,1,2,57,0,1,0,8,49,89,67,3,"0",0,1,0,0,0
22,2,1,2,15,0,3,0,9,10,21,14,3,"0",0,1,0,0,0
22,2,1,2,15,0,3,0,9,10,21,14,3,"0",0,1,0,0,0
20,2,1,2,13,0,3,0,9,9,18,12,3,"0",0,1,0,0,0
21,3,1,3,12,3,4,0,11,10,34,21,5,"0",0,1,0,0,0
31,6,5,6,26,0,0,0,12,16,56,39,11,"0",0,1,0,0,0
52,7,3,7,44,0,3,0,15,24,111,63,13,"0",0,1,0,0,0
6,1,1,1,3,0,0,0,6,4,7,4,1,"0",0,1,0,0,0
5,1,1,1,2,0,0,0,6,3,6,3,1,"0",0,1,0,0,0
7,1,1,1,3,0,0,0,6,6,8,6,1,"0",0,1,0,0,0
18,1,1,1,10,0,4,0,7,12,23,18,1,"0",0,1,0,0,0
13,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
51,13,8,13,44,3,2,0,17,19,93,45,25,"0",0,1,0,0,0
15,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
12,2,1,2,6,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
15,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
13,2,1,2,7,0,0,0,8,9,18,14,3,"0",0,1,0,0,0
51,13,8,13,44,3,2,0,17,19,93,45,25,"0",0,1,0,0,0
15,1,1,1,8,0,1,0,6,10,11,10,1,"0",0,1,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",0,1,0,0,0
112,12,7,12,97,7,6,0,20,39,179,101,23,"0",0,1,0,0,0
33,4,1,4,27,0,4,0,14,25,71,43,7,"0",0,1,0,0,0
33,4,1,4,26,0,5,0,13,23,67,39,7,"0",0,1,0,0,0
38,4,3,4,33,0,2,0,13,21,80,44,7,"0",0,1,0,0,0
34,3,1,3,29,0,1,0,11,19,63,36,5,"0",0,1,0,0,0
9,1,1,1,5,1,0,0,7,7,14,9,1,"0",0,1,0,0,0
34,5,4,5,28,0,4,0,13,14,69,36,9,"0",0,1,0,0,0
24,2,1,2,18,0,1,0,11,17,43,27,3,"0",0,1,0,0,0
29,3,1,3,24,0,1,0,11,15,39,25,5,"0",0,1,0,0,0
17,2,1,2,14,0,1,0,10,6,26,10,3,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
3,1,1,1,1,0,0,0,1,0,1,0,1,"0",0,1,0,0,0
